ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
3,11319.4,28352.3,-6.99E+02,41,166,1111
0,12685,78990,-4211,35,228,2978
3,8938.59,38391.9,-2.37E+03,16,196,1885
2,2412.84,51.901,-7.01E+02,6,33,5
0,6378.73,9547,-1915,13,116,580
0,12469.1,91964,-5394,33,275,4062
0,20795.4,248000,-10693,344,503,8097
0,8470.06,16579,-3321,41,151,851
3,21138.1,408618,-9.88E+03,64,473,14125
4,9889.07,34473.9,-4550.5,123,208,1691
3,10480.1,37734.6,-4253.62,115,205,1751
1,5213.88,4283.12,-1.39E+03,14,88,292
4,24664.9,254585,-8.99E+03,100,537,8350
0,15835,172087,-9217,198,365,6855
0,10985.9,43205,-4646,70,188,1927
3,9325.84,25534.5,-362.139,85,157,1519
0,16960.4,158532,-10176,79,400,6294
2,25115.2,472302,-8.44E+03,50,483,15505
0,5814.38,4319,-2123,15,98,271
2,9665.17,10097,-2.44E+03,39,154,587
4,12201.5,53258.2,-3.71E+03,24,216,2677
2,12536.2,39284.5,-2.96E+02,45,234,1581
0,4877.16,672.431,-1039.43,20,63,41
4,9807.16,52971.4,-3.16E+03,21,188,2599
4,11303.2,55690.4,-2.40E+03,67,224,2192
0,15407.1,133254,-6165,60,347,5528
2,6573.72,6428.13,-2273.67,25,108,428
0,9959.17,28656,-3032,11,141,1259
0,16083.9,174548,-8668,83,364,7099
0,12925.9,68941,-4023,22,247,3129
3,9666.76,10292.9,-1.81E+03,36,154,587
4,13666.5,80738.7,-4.76E+03,66,272,3539
3,6615.25,7406.38,-1514.54,22,93,545
4,9142.08,13700.9,-2862.3,25,148,729
0,8017.54,20866,-4007,105,151,1260
3,11567.3,35444.2,5.60E+04,28,234,1581
0,10240.9,23211,-3569,23,171,1062
3,25606,475231,-1.13E+04,45,483,15505
0,6430.13,10601,-3291,100,116,691
3,9151.43,12332.3,-2371.03,75,128,693
0,13565.4,87069,-6351,48,293,4245
5,6175.02,10771.7,-1809.52,14,102,764
3,10833.6,39099.8,-4097.29,122,205,1751
1,5140.43,4220.37,-1.15E+03,19,88,292
4,8270.56,9604.42,-2873.78,30,138,554
0,21859.2,468861,-10019,101,442,12979
4,10201.8,28286,-2.29E+03,22,194,1521
2,8779.38,12297.2,-2343.48,79,128,693
4,10250.9,86241.9,-3.03E+03,17,220,3450
3,14156,46072.6,-5779.76,64,273,2061
2,3783.37,1450.76,-1001.85,41,52,133
0,16976.1,151956,-7745,57,288,3975
0,6697.88,7771,-2869,55,92,369
0,10933,37516,-4226,38,208,1692
4,9291.3,11465.8,-2996.51,43,156,654
2,11456,112461,-4.56E+03,44,235,4905
0,3294.91,1114,-289,11,35,83
4,15265.7,142002,-5.00E+03,54,315,5844
4,9747.11,38774.8,-3722.78,52,180,2054
0,19913.3,297001,-10274,98,459,10388
3,16655.7,160923,-1.30E+04,85,388,6290
4,8814.81,11444.1,-3152.74,29,156,654
0,11646.5,31612,-5147,49,220,1527
0,14870.6,140037,-12013,59,386,5637
2,14674.4,115857,-6.10E+03,57,271,4426
4,8796.78,13457.1,-2942.57,23,148,729
4,13854.7,143407,-6137.97,157,308,6057
0,6803.99,10831,-2813,99,118,727
2,5285.22,4106.79,-1544.74,130,88,318
4,16423.9,110456,-6.50E+03,34,322,4619
3,5228.82,3035.11,-1250.32,49,67,224
4,2776.54,1280.02,-713.226,32,40,100
4,14504.7,108146,-6.67E+03,49,322,4619
0,9753.68,28589,-7243,24,177,1578
4,15077.3,145017,-5908.45,132,308,6057
3,10788.8,48297,-5.09E+03,21,216,2677
0,10321.9,67813.3,-5851.79,148,247,3373
4,8984.41,27822.6,-2828.17,95,156,1521
2,4323.23,2335.96,-959.356,44,51,132
2,8010.19,9509.42,-3024.99,91,130,490
0,18686.4,308333,-13330,79,423,10677
0,9773.64,34345,-3926,27,187,1576
3,4630.75,4030.59,-1.43E+03,30,88,292
4,6842.78,4001.03,-2268.79,73,101,249
5,5287.43,4039.06,-1227.41,19,72,340
3,9209.51,27428,-2959.43,99,158,1403
3,23936.5,250456,-9.08E+03,95,537,8350
5,22957.6,279928,-9743.21,69,468,9276
5,9344.4,30635.9,-3185.26,124,171,1747
0,12012.5,109353,-6471,82,268,4716
5,9010.38,37651.8,-3700.29,51,180,2054
4,4295.24,2752.01,-964.345,41,54,204
0,14445.1,65829,-6335,43,301,2684
0,10194.5,65274,-5029,149,222,2975
3,7179.44,9537.41,-3090.16,24,138,554
4,11558,44225.8,-3.70E+03,15,196,1885
4,13852,66818.8,-3.83E+03,51,224,2192
4,6826,4068.85,-2441.46,71,101,249
0,12493.9,46376,-7824,209,257,2002
4,9378.3,28214.6,-2831.38,100,158,1403
1,5660.61,4939.4,-1.16E+03,20,85,343
4,9610.97,25705.4,-3447.01,27,174,1415
1,10695.6,68264.8,-5462.19,149,247,3373
3,8286.41,12122.5,-2516.05,80,128,693
5,9714.21,29589.7,-1.95E+03,29,156,1364
0,11033.7,30387,-6239,89,221,1628
4,5648.09,7135.37,-1654.13,52,93,545
0,10809.2,51727,-6057,17,236,2608
2,5370.26,4370.42,-1.25E+03,21,88,292
3,14109.7,51393.9,-3.86E+03,40,234,2464
0,6541.69,9088,-2269,33,121,549
0,17960.1,112022,-9271,362,370,4350
3,22832.4,242950,2.38E+03,71,537,8350
0,6429.33,7750,-731,13,109,491
5,17830.3,199084,-2.45E+03,48,390,7459
0,11666,53288,-2668,88,169,1687
4,6640.8,14242.2,-2533.89,82,120,809
4,10019,27563.5,-1.67E+03,29,194,1521
2,12253.9,73569.4,-3.73E+03,24,249,3630
1,6069.77,4904.25,-6.65E+02,21,85,343
5,25006.1,267608,-1.18E+04,61,540,8870
5,12709.3,72612.5,-5511.41,47,262,3211
3,4676.94,3134.08,-1231.79,36,71,249
3,23723.9,476200,-1.27E+04,81,483,15505
0,6399.65,12598,-2048,14,117,767
4,22053.8,515804,-11542,143,540,18067
0,12350.4,100700,-9290,58,324,4432
4,2554.88,51.4007,-5.54E+02,96,33,5
4,10172,17273.9,-3852.63,79,172,973
2,22037,171382,-6.95E+03,106,449,5537
4,9738.72,12200.9,-2263.46,82,136,619
3,11300.6,87103.4,-3.22E+03,17,220,3450
0,15068.2,80795,-6727,42,284,3544
4,18426.7,195772,-7.90E+03,49,390,7459
0,20712.2,486819,-12255,63,534,17510
5,5116.52,4225.54,-1358.82,12,72,340
3,8532.18,12063.7,-2500.42,69,128,693
1,2396.06,50.7617,-7.57E+02,6,33,5
3,9412.53,39334.8,-2.52E+03,20,196,1885
3,6985.38,5351.34,-2178.84,64,107,346
4,20546.4,196454,-4.68E+03,84,403,6746
0,20704.6,242652,-10345,78,437,8345
3,5368.91,4330.73,1.04E+03,22,88,292
3,4165.28,2013.43,-1086.75,6,63,166
0,10342.7,56691,-5412,51,219,2679
0,9011.54,32861.6,-3929.94,86,176,1922
4,6146.86,2230.07,-1416.91,13,82,185
0,11630.4,48781,-3566,47,189,2119
0,24629.5,685978,-19624,82,644,21043
4,11635.5,55874.7,-3.14E+03,67,224,2192
3,9753.61,52002.4,-2.64E+03,41,188,2599
2,12107.5,73674.2,-3.17E+03,22,249,3630
0,10991.2,64261,-5617,76,277,3054
4,13644.9,138639,-4.40E+03,45,315,5844
2,3949.53,2162.41,-988.965,30,54,165
3,13322.9,51137.7,-3.72E+03,36,234,2464
4,8978.86,50103.5,6.48E+02,43,188,2599
0,5564.39,3326,-1675,13,89,248
3,8551.27,26644.7,-2.24E+03,27,156,1364
0,5543.24,1838,-1423,6,81,147
4,7665.29,9822.56,-2396.46,17,123,621
5,8121.24,4440.84,-2564.59,35,131,271
4,9554.42,17501.4,-3834.34,74,172,973
2,12349.7,73999.7,-4.71E+03,30,249,3630
3,10091.7,17025.3,-3675.96,76,172,973
3,10958.5,35372.5,2.85E+02,33,166,1111
0,10007.1,34715,-4931,46,188,1522
0,18415.2,183056,-13417,97,487,6868
4,10237.9,17739.9,-3742.05,79,172,973
1,11229.1,68774.8,-5111.68,147,247,3373
4,8466.99,13608.9,-2898.4,12,148,729
5,11963.9,71103.2,-5578.9,47,262,3211
5,11195.5,57621.6,-3.61E+03,29,223,2822
3,14622.4,57916.8,-4.77E+03,34,215,2188
0,6002.82,12453,-1883,42,102,881
4,10453.5,53075.4,-2.94E+03,35,188,2599
4,16380.9,112279,-6.75E+03,44,322,4619
3,17847.8,195217,-8.66E+03,51,390,7459
4,13827.2,116061,-1.62E+03,38,235,4905
1,12106.6,73530,-4.46E+03,30,249,3630
4,7433.07,14244.3,-2295.94,88,120,809
0,12421.8,43099,-5162,46,252,2192
5,9035.07,11515,-2156.99,86,128,693
3,4256.33,1936.56,-1056.74,4,63,166
3,9481,38950.5,-1.75E+03,55,196,1885
5,9747.05,30119.8,-3128.21,121,171,1747
3,4917.2,2875.17,-1255.9,49,67,224
0,13733,90423,-5367,51,251,3617
2,11513.5,73446,-4.48E+03,25,249,3630
2,6569.61,13417.1,-1596.23,18,96,804
4,13467.4,142109,-6157.38,151,308,6057
4,6600.04,13481.6,-1500.78,24,96,804
4,7208.74,7229.19,-2.01E+03,162,109,486
3,9423.31,24193.5,-1.18E+03,8,166,1111
4,25119,289032,-1.10E+04,103,537,8350
5,8926.01,29123.4,-3462.66,39,179,1626
4,14375.3,144174,-6114.99,158,308,6057
3,23997.3,265894,-1.20E+04,86,540,8870
3,9307.27,32476.3,-3654.53,85,176,1922
0,16200.9,139317,-10029,161,362,5742
4,5599.02,3829.18,-1.85E+03,12,86,205
3,10620.1,35974.7,-4.44E+02,25,166,1111
0,5981.8,6807,-1586,9,80,316
4,9165.55,28739.7,-3461.06,32,179,1626
0,9942.84,58710,-6646,15,193,2673
4,13053.2,53338.5,-4.44E+03,51,234,2464
2,20383,151759,-7.16E+03,76,449,5537
2,5150.44,4211.54,-8.56E+02,14,79,317
4,5623.55,4330.74,-1224.57,9,72,340
4,11562.4,58336.8,-2.21E+03,52,223,2822
2,15990.7,162381,-7684.56,74,352,6744
2,6641.48,4760.26,-1.72E+03,13,79,292
0,12508.6,46529,-5768,37,232,2258
4,9505.62,30552.1,-3186.14,108,171,1747
0,21032.8,308639,-11645,73,424,8607
4,9657.13,32918,-3564.95,78,176,1922
0,10469.6,29615,-3379,45,185,1690
5,14918.5,100745,-5567.3,158,281,4061
5,8917.33,10343,-2838.92,84,130,490
0,18282.3,308912,-11053,108,438,11122
3,26626.3,308043,-8.71E+03,101,537,8350
1,5883.64,4745.47,-1.00E+03,21,85,343
0,9800.25,74190,-5107,38,218,3534
3,2275.3,54.6222,-5.86E+02,96,33,5
2,8262.6,12143.8,-2531.88,85,128,693
2,21640.3,467613,-1.30E+04,62,483,15505
2,6228.74,5199.74,-2.20E+03,4,79,292
0,19663.3,312346,-8441,174,431,9271
0,10007.3,54519,-4101,20,206,2742
3,12782,79060.6,-4.34E+03,36,272,3539
0,7506.56,5978,-2976,22,150,377
4,6928.7,4036.99,-2364.71,71,101,249
0,6847.7,7074,-1933,18,110,455
0,8854.42,16561,-3141,17,108,486
0,6381,7979,-2636,7,96,485
4,10861.9,35682.3,-4258.51,135,208,1691
3,19468.6,233082,-1.11E+04,87,537,8350
3,8399.17,26423,-2.22E+03,27,156,1364
0,23515.7,181154,-8840,66,384,4725
0,9177.8,32665,-3343,48,179,1693
0,11287.7,71531,-5459,51,197,2965
5,4328.9,1299.73,-829.902,21,51,102
0,5545.83,3489,-2526,18,81,204
0,19043.6,274472,-9066,76,391,8730
2,8659.45,9951.57,-2.34E+03,44,154,587
0,10780.5,36199,-5038,106,192,1691
0,16790.2,186612,-8862,190,360,6978
0,14456.3,114047,-8734,251,333,4622
5,11162.6,49316,-1.69E+03,33,166,1414
0,10811.7,33691,-4399,35,193,1636
4,9592.52,17089.8,-3917.21,69,172,973
3,7010.53,14009.8,-2353.63,81,120,809
2,6531.97,12079.4,-1841.5,13,105,765
5,4707.34,2881.28,-1209.12,38,67,224
4,8484.55,9658.6,-2794.42,20,138,554
0,4223.75,490,-537,16,51,35
0,9320.56,39412,-5475,77,198,2063
2,3981.73,1464.02,-1001.47,38,52,133
4,9265.02,11584.9,-2938.91,26,156,654
4,22653.7,515113,-11528.3,146,540,18067
4,23090.1,516670,-11607.8,139,540,18067
0,8831.96,25518,-3394,28,150,1355
4,7852.9,26161.5,-2936.92,96,156,1521
0,10857.7,41083,-5391,56,194,1872
2,6764.08,13184,-1516.58,19,96,804
3,10780.6,38774.5,-3814.08,44,193,2118
1,2959.83,49.9295,-3.22E+02,8,33,5
2,16345.4,160942,-7695.09,82,352,6744
4,6940.68,4039.98,-2279.4,72,101,249
4,7096.49,4137.19,-2389.9,69,101,249
3,6894.84,13938.2,-2454.31,91,120,809
4,10805.6,39382.8,-3993.8,116,205,1751
0,9228.17,54961,-4459,6,146,2311
0,8443.12,5064,-1445,25,115,135
0,5737.33,2023,-1661,53,83,131
4,8022.85,12985.1,-2583.19,32,132,806
0,21447.7,336761,-12362,82,455,9276
3,13117.5,140351,-6289.26,170,308,6057
4,10299,35029.5,-4239.49,122,208,1691
0,23909.5,583113,-14197,480,586,19428
3,12510.5,53452.1,-3.97E+03,36,216,2677
0,8990.25,31478,-3793,33,179,1638
3,13796.5,142183,-6301.22,191,308,6057
4,5039.91,4324.25,-1294.15,18,72,340
4,4721.73,4110.33,-1461.83,19,72,340
1,2256.19,50.8236,-4.59E+02,6,33,5
5,10662.2,29093.8,-2.29E+03,37,194,1521
0,13215.8,94141,-9388,155,234,3456
4,9594.45,27193.6,-2852.62,90,158,1403
4,12763.1,58904.3,-2.74E+03,65,223,2822
1,5389.06,5070.06,-1.52E+03,26,85,343
5,5947.62,10659.3,-1836.72,19,102,764
3,7831.82,12198.6,-3068.76,92,136,619
4,18500,161650,-7.65E+03,78,388,6290
4,12556.3,93459.5,-6.26E+03,71,254,3885
0,11458.4,48185,-4343,120,213,2128
0,7463.99,19010,-2080,56,130,1109
4,10793.8,84853.8,-3.25E+03,24,220,3450
0,19455.7,285566,-8779,24,364,6986
3,8737.72,27646.8,-2.54E+03,26,156,1364
4,7798.77,25230.3,-3.00E+03,35,166,1414
5,11212.7,51486.3,-4554.61,110,209,2534
0,7368.24,5467,-2075,8,104,343
2,5498.23,4180.48,-1499.6,120,88,318
3,9955.93,48716.7,-5.76E+03,35,216,2677
2,3822.62,1449.95,-993.86,42,52,133
0,12211.5,62568,-7574,221,272,2978
2,6612.54,13252.9,-1571.11,20,96,804
0,18016.3,53246,-9667,58,338,2004
0,12389.4,82759,-6260,98,253,3976
2,5800.63,4139.68,-1542.2,120,88,318
3,16555.2,161663,-1.18E+04,65,388,6290
0,13927.6,85304,-5407,57,273,3456
2,14341.9,59520.7,-6651.72,157,305,2610
0,19783.9,158007,-7007,64,335,5015
0,10300.9,39557,-4979,23,184,1261
2,5036.3,4273.08,-1.30E+03,11,79,317
3,13204.3,90468.9,-5.53E+03,47,254,3885
4,24600,278618,-1.17E+04,71,540,8870
3,6762.9,5247.15,-2186.53,63,107,346
4,19953,344133,-9.40E+03,101,462,11563
4,5850.42,11087.7,-1891.9,12,102,764
3,6845.13,10340.7,-3.44E+03,15,109,689
3,5052.23,3283.31,-1166.05,36,71,249
5,9273.08,13637.5,-2931.62,14,148,729
0,14710,198080,-7237,85,336,7949
0,17927.7,116093,-6273,55,373,4259
3,6657.42,10487.3,-3.08E+03,16,109,689
4,7795.18,4717.18,-2682.88,27,131,271
4,10341.5,32688.4,-3364.45,72,176,1922
0,5432,5338,-2290,9,78,345
4,9688.67,32615.8,-3679.65,82,176,1922
4,11628.7,55427.3,-2.65E+03,55,224,2192
4,14737.4,60596,-4.53E+03,39,215,2188
3,6565.52,13172.6,-1572.9,20,96,804
4,11095.4,18713.6,-2.23E+03,32,168,772
4,21042.1,335565,-9.08E+03,109,462,11563
3,9596.65,51845.4,-2.94E+03,22,188,2599
3,17808.2,160269,-9.57E+03,81,388,6290
2,5130.46,4298.56,-1.49E+03,12,79,317
0,12872.5,100830,-5998,33,236,4056
4,7990.59,9313.85,-1816.14,67,107,517
5,13111.9,59760.7,-2.54E+03,67,223,2822
3,11524.3,60313.5,-4254.94,129,217,2904
2,13493.7,50850.5,-3.70E+03,40,234,2464
3,8637.12,12131.4,-2739.32,93,136,619
2,5073.77,2839.08,-1199.06,47,67,224
3,12904.4,50601.7,-4.35E+03,39,234,2464
0,7647.12,21574,-5327,29,128,1065
3,6712.01,13165.9,-1571.21,21,96,804
0,8713.94,38005,-4203,57,209,1993
2,20950.8,146924,-7.63E+03,92,449,5537
4,8920.48,10196.1,-585.315,0,130,490
0,12933.4,95238,-6333.7,39,273,4429
4,9789.91,26001.1,-3325.24,27,174,1415
3,9366.04,25056.3,-2744.19,15,154,1252
4,9317.89,28701.2,-3411.79,35,179,1626
4,13272.7,61042.2,-4.46E+03,37,247,2754
2,5724.91,4198.66,-1479.74,122,88,318
0,6486.51,6004,-2014,11,85,342
3,9563.92,26830.8,-2.04E+03,29,156,1364
5,9576.23,30237.8,-3225.92,118,171,1747
4,13683.8,47053.9,-5648.22,67,273,2061
4,22766.1,413811,-6.80E+03,74,473,14125
0,14560.8,74509,-3917,45,295,3065
0,15638.1,84409,-6999,59,345,3468
0,26416.3,480356,-11741,105,567,15869
4,4796.28,2923.23,-1245.52,46,67,224
1,2497.98,51.3076,-5.41E+02,6,33,5
5,7448.91,4748.25,-2808.39,25,131,271
3,14936.4,58374.5,-5.07E+03,38,215,2188
3,14126.2,51664.7,-3.80E+03,40,234,2464
5,15704.3,98748.6,-5387.15,58,294,4249
0,11441.8,28331,-6127,56,167,1309
4,2572.08,49.5646,-3.78E+02,96,33,5
0,5920.95,4079,-1215,8,97,293
5,12334,70216.3,-5579.75,46,262,3211
2,3916.08,2165.78,-942.749,21,54,165
4,5681.29,10926,-2103.67,21,102,764
0,10563.8,43273.5,-4891.24,29,229,2188
5,13753.7,52711.7,-5902.22,53,288,2334
2,13179,73661.9,-3.19E+03,37,249,3630
2,4127.25,1455.16,-850.09,39,52,133
0,30240.5,543358,-14115,114,708,16061
3,5229.34,2886.85,-1179.23,53,67,224
4,8915.26,16835.9,-4144.54,83,172,973
2,10627.7,57523.4,-4557.2,134,217,2904
5,4097.02,1227.88,-895.96,35,51,102
3,13877.9,141412,-6162.47,175,308,6057
3,11448.8,112670,-3.19E+03,46,235,4905
0,12868,70266,-5889,61,257,3058
2,5226.2,3421.63,-806.284,50,51,132
4,4982.22,2904.47,-1282.09,37,77,205
0,15286,163537,-7323,65,331,6405
5,22186.6,408184,-8.18E+03,62,473,14125
0,6905.68,11458,-3167,73,122,728
4,7395.88,8892.35,-1.32E+03,33,102,516
5,13676.1,52975.6,-5914.08,49,288,2334
3,10645,85208.2,-2.30E+03,23,220,3450
2,6341.29,4304.58,-2.77E+03,13,86,205
4,4447.77,2532.7,-1349.7,13,77,205
5,4548.51,1208.93,-748.43,13,51,102
2,3854.93,1486.75,-980.101,42,52,133
2,5041.86,4248.36,-1.16E+03,11,79,317
2,8873.15,10171.5,-2.10E+03,37,154,587
0,12559.6,46740,-6053,142,243,2195
4,7032.2,4042.03,-2268.82,70,101,249
0,6709.43,8021,-1961,18,112,484
0,5887.27,6285,-1923,27,92,426
2,5908.89,4176.32,-1554,126,88,318
2,5963.61,7674.6,-1766.02,70,104,457
3,14155.6,141829,-5.68E+03,57,315,5844
0,20630.5,169649,-10645,67,408,5856
3,3782.64,1364.82,-601.188,30,40,100
5,7655.19,8913.33,-1.03E+03,24,102,516
0,9520.68,28716,-6073,25,167,1310
1,2386.15,49.4221,-3.10E+02,6,33,5
5,9300.12,30532.8,-3423.94,129,171,1747
0,32060.7,1162880,-25291,198,944,31312
4,8167.82,21417.2,-2945.37,80,145,1156
4,13921.4,142111,-4.46E+03,53,315,5844
4,10459.6,34582,-4412.76,134,208,1691
4,9748.57,27700.3,-2797.86,85,158,1403
4,7339.31,8818.23,-1839.07,71,107,517
0,12906.5,58879,-4794,33,260,2537
3,16729.9,135599,-5.46E+03,100,449,5537
0,12928.1,107212,-6402,62,283,4527
0,8013.7,8475,-5110,17,135,546
4,8576.09,24725,-3295.21,35,157,1519
5,9738.49,24449.2,-1.85E+03,16,166,1111
0,10577.9,42989,-3849,34,212,2060
3,8672.72,13559.8,-2900.71,18,148,729
4,5074.36,1574.45,-684.951,10,76,147
0,6262.83,3513,-3010,7,77,167
3,8080.51,21114.1,-2915.48,72,145,1156
0,16859.7,145229,-8708,79,358,5429
2,5365.94,4300.51,-1.87E+03,22,85,343
0,12113,59245,-6844,198,293,2690
0,11523.6,45545,-6974,187,231,2127
2,5783.28,7559.43,-1862.81,75,104,457
3,11268.5,49812.2,-5.01E+03,16,216,2677
2,7156.07,9320.97,-3073.24,24,138,554
0,8325.66,9825,-4439,32,142,589
4,8532.55,11293.1,-3070.74,33,156,654
4,14459.7,143799,-5930.87,176,308,6057
4,3796.61,1456.33,-1026.6,35,52,133
3,9241.13,28330.5,-3.22E+03,20,166,1414
1,5561.59,4232.2,-1.41E+03,14,88,292
2,9203.42,20197.7,-3472.72,80,163,1162
0,18560.3,258932,-10508,130,355,9401
5,14636.3,79655,-7009.84,74,320,3466
2,5820.77,7684.12,-1913.96,77,104,457
2,11857.1,38730.2,-3.79E+03,25,234,1581
2,8595,25341.2,-3162.87,29,157,1519
5,9779.29,36457.7,-3.80E+03,43,196,1997
4,7180.21,4071.82,-2273.05,70,101,249
2,5814.95,7521.89,-1830.41,75,104,457
4,17271.5,160687,-1.13E+04,77,388,6290
2,4051.65,2140.74,-1039.32,20,54,165
0,15914.8,106208,-8473,7,237,2329
0,15945.2,146869,-8371,183,306,5628
2,8525.36,12003.1,-2492.86,83,128,693
3,20599.8,244621,-1.11E+04,80,540,8870
4,10012.4,48716.6,-5.96E+03,35,216,2677
0,20311,356720,-16381,50,511,12358
4,7182.16,4005.01,-2281.25,69,101,249
2,8216.37,9530.18,-2977.77,97,130,490
4,11745.2,45125.1,-5876.68,44,273,2061
3,7009.17,14132.6,-2436.31,82,120,809
4,9577.41,25767.6,-3341.91,30,174,1415
5,13676.4,51907,-5767.12,76,288,2334
2,8684.67,12063.5,-2551.77,86,128,693
3,18131.5,178753,-5.96E+03,68,403,6746
5,7256.45,4558.65,-2733.64,32,131,271
3,15233.7,115994,-5.34E+03,53,271,4426
4,9442.56,28657.4,-3.10E+03,36,156,1364
0,8567.75,10218,-3462,37,161,659
5,12300.6,52085.4,-2.98E+03,52,224,2192
0,15333.5,104447,-10892,75,404,4442
3,4321.85,1947.26,-1046.33,6,63,166
0,12022.3,70442,-5428,187,242,3209
3,9536.52,39413.5,-3.23E+03,20,196,1885
0,13322.2,90974,-8292,12,229,2755
3,7755.11,11705.6,-2692.31,84,128,693
2,5361.56,4242.41,-6.26E+02,10,79,317
0,12531.9,58910,-6963,52,206,2261
4,9843.31,26639.7,-3349.2,24,174,1415
3,20730.4,240262,-9.78E+03,84,537,8350
0,10625.4,54894,-5631,69,222,2672
4,9260.57,29886.5,-3293.33,120,171,1747
4,4873.08,2764.08,-1197.95,40,67,224
4,10753,38811.3,-3842.38,28,193,2118
0,13235.7,69383,-5859,29,263,2902
4,8664.3,13479.6,-2929.17,23,148,729
2,6574.01,10214.4,-3.18E+03,11,109,689
2,10350.6,53700,-5.12E+03,58,224,2192
3,6288.18,4953.44,-1.95E+03,6,79,292
5,13889.3,48580.6,-3.55E+03,46,215,2188
4,5150.94,4095.29,-2.34E+03,14,79,292
4,12608.1,55212.6,-3.89E+03,19,216,2677
5,22777.4,278596,-8857.49,67,468,9276
1,2501.63,51.298,-5.47E+02,6,33,5
4,16847.7,175870,-6.28E+03,77,403,6746
3,8157.59,16944.7,-2808.13,75,142,844
2,3840.38,2198.42,-1162.25,20,54,165
4,9371.16,20884.9,-3361.69,92,163,1162
4,9655.29,11900.9,-2671.55,83,136,619
5,17258.5,113522,-6.41E+03,40,322,4619
5,8901.7,37830,-3861.83,42,180,2054
4,11307.3,39669.5,-3823.78,64,193,2118
5,10662.4,38621.7,-3960.21,40,193,2118
3,15456.9,59759.2,-5.08E+03,34,215,2188
3,2676.47,48.868,-7.25E+02,6,33,5
0,16823.4,202504,-9091,87,432,7464
4,11707.6,32816.9,-6.11E+02,33,166,1111
2,3777.37,1457.8,-965.802,39,52,133
3,10382.1,71498.5,-4.16E+03,29,249,3630
2,5530.33,4472.03,-9.45E+02,17,88,292
4,16560.3,144925,-7440.36,181,362,5847
4,2489.73,64.9878,-4.74E+02,96,33,5
0,18184.3,244520,-9490,89,416,7955
5,9404.01,30429.3,-3292.07,112,171,1747
2,12638.3,71747.1,-142.479,47,247,3373
3,12403.2,56339.9,-4.60E+03,49,224,2192
3,4158.45,1949.45,-1061.64,5,63,166
4,19052.1,161033,-7.75E+03,92,388,6290
2,11572.8,115876,-4.50E+03,46,235,4905
2,19531,410299,-1.03E+04,59,473,14125
4,7795.98,10275.7,-2350.11,26,123,621
2,3949.87,2168.43,-1123.46,20,54,165
0,5447.46,3953,-1684,19,87,273
3,15506.6,81278.4,-2.77E+03,53,223,2059
0,8297.88,16504,-3182,20,148,931
5,5734.35,4298.49,-1210.64,16,72,340
3,9372.74,27433.4,-2892.58,117,158,1403
0,5111.6,5899,-832,10,81,396
3,4871.07,3095.86,-1273.33,48,67,224
2,20728.9,174330,-8.46E+03,93,449,5537
1,7284.19,4754.03,-2.65E+03,11,86,205
0,8879.72,16635.6,-4549.41,34,183,931
4,5516.09,7042.01,-1685.32,46,93,545
3,18732.7,160322,-9.12E+03,94,388,6290
2,10350.2,37995.3,-4202.73,130,205,1751
0,6873.57,10206,-3216,16,104,651
4,10378.7,28538.2,-2.24E+03,23,194,1521
4,8970.25,11325.4,-2145.15,26,156,654
0,14492.5,157976,-5479,52,332,6280
0,9529.27,39975,-5565,14,184,2057
4,7277.38,15664.9,-2692.36,66,134,970
0,14495,89638,-6244,76,279,3796
4,10085.4,34499.5,-3560.29,85,176,1922
2,10438.8,37477.7,-4136.9,128,205,1751
4,13496.9,61153.4,-5.33E+03,36,247,2754
0,8374.78,8344,-3229,33,153,491
4,4989.29,3275.1,-1162.51,29,71,249
0,16961.3,206684,-9240,89,339,7700
4,4459.72,3234.45,-1242.38,34,71,249
2,5082.05,4351.44,-1.85E+03,14,79,317
4,12955.3,65022.7,5.45E+02,65,223,2822
4,5017.65,3236.46,-1149.18,28,71,249
2,4038.24,2266.85,-1128.56,22,54,165
4,12006.8,37143.5,-1.01E+03,36,166,1111
3,15298.5,64979.7,-4.91E+03,39,215,2188
3,8771.35,12213.2,-2661.31,96,136,619
5,25384.5,477802,-1.03E+04,52,483,15505
3,23115.5,243401,-9.40E+03,104,537,8350
0,36025.1,1352090,-19150,506,943,29097
3,8247.38,12180,-2559.42,82,128,693
4,11042.9,31246.2,-2.04E+03,28,166,1414
4,8266.62,9767.04,-2823.42,21,138,554
3,9374.88,24920.5,-2.76E+03,22,166,1111
0,9141.66,16149,-2614,18,155,845
5,13244.3,77173.6,-6861.68,102,320,3466
0,15671.5,192036,-9131,104,327,7097
2,5227.24,4281.03,-1.20E+03,11,79,317
2,2120.99,48.5016,-2.72E+02,6,33,5
4,9663.99,34464.3,-4536.68,130,208,1691
4,9866.2,25190.3,-1.60E+03,20,166,1111
4,7083.62,12798,-2852.33,16,132,806
3,15966.9,116317,-4.17E+03,57,271,4426
0,5244.27,3247,-783,11,86,246
3,6754.97,10336.7,-2.79E+03,16,109,689
2,18660.6,139146,-3.79E+03,105,449,5537
5,13107.1,46598.5,-5727.12,59,273,2061
0,18335.7,174336,-8879,84,446,5542
2,4140.1,2184.45,-1072.34,20,54,165
3,9424.97,39729.5,-2.94E+03,21,196,1885
3,3615.99,1498.1,-621.356,32,40,100
2,11950.9,73778.1,-3.45E+03,26,249,3630
